stdntid,female,white,black,asian,age,yearssmall,kinnercity,ksuburban,krural,ktwhite,gkthighdegree,gktyears,gkfreelunch,gkabsent,gktreadss,gktmathss,gktlstnss,gktwordss,1innercity,1suburban,1rural,1twhite,g1thighdegree,g1tyears,g1freelunch,g1absent,g1treadss,g1tmathss,g1tlstnss,g1twordss,g1readbsraw,g1mathbsraw,2innercity,2suburban,2rural,2twhite,g2thighdegree,g2tyears,g2freelunch,g2treadss,g2tmathss,g2tlstnss,g2twordss,g2readbsraw,g2mathbsraw,3innercity,3suburban,3rural,3twhite,3tblack,g3thighdegree,g3tyears,g3freelunch,g3absent,g3treadss,g3tmathss,g3tlstnss,g3twordss
16937,1.0,1,0,0,5.010369822788969,0,0,0,1,1,3.0,17.0,0.0,4.0,402.0,439.0,505.0,391.0,0,0,1,1,2.0,6.0,1.0,3.0,447.0,488.0,538.0,404.0,19.0,33.0,0,0,1,1,2.0,12.0,0.0,557.0,512.0,534.0,536.0,34.0,44.0,0,0,1,1,0,2.0,14.0,0.0,1.0,614.0,536.0,601.0,603.0
16938,0.0,1,0,0,5.00763191578198,0,0,0,1,1,3.0,5.0,0.0,0.0,407.0,478.0,540.0,396.0,0,0,1,1,2.0,6.0,0.0,2.0,536.0,535.0,546.0,551.0,28.0,43.0,0,0,1,1,2.0,12.0,0.0,575.0,579.0,590.0,621.0,42.0,51.0,0,0,1,1,0,2.0,14.0,0.0,2.0,606.0,618.0,629.0,648.0
16942,1.0,1,0,0,4.993942380747038,0,0,0,1,1,3.0,8.0,1.0,4.0,472.0,513.0,571.0,453.0,0,0,1,1,2.0,19.0,1.0,1.0,571.0,578.0,584.0,601.0,29.0,44.0,0,0,1,1,2.0,6.0,1.0,732.0,699.0,649.0,672.0,47.0,60.0,0,0,1,1,0,2.0,17.0,1.0,4.0,639.0,678.0,637.0,620.0
16944,1.0,1,0,0,5.097982847012601,0,0,0,1,1,3.0,8.0,1.0,3.0,472.0,506.0,595.0,444.0,0,0,1,1,3.0,18.0,1.0,2.0,482.0,553.0,565.0,475.0,26.0,42.0,0,0,1,1,2.0,6.0,1.0,659.0,699.0,692.0,605.0,48.0,59.0,0,0,1,1,0,2.0,17.0,1.0,3.0,633.0,663.0,627.0,691.0
16945,1.0,1,0,0,4.99120447374005,4,0,0,1,1,2.0,2.0,1.0,11.0,422.0,412.0,501.0,414.0,0,0,1,1,2.0,3.0,1.0,6.0,651.0,572.0,565.0,601.0,32.0,44.0,0,0,1,1,2.0,13.0,1.0,599.0,596.0,590.0,621.0,44.0,58.0,0,0,1,1,0,2.0,8.0,1.0,0.0,686.0,616.0,627.0,691.0
16948,0.0,1,0,0,4.963825403670164,0,0,0,1,1,3.0,13.0,0.0,5.0,434.0,459.0,554.0,431.0,0,0,1,1,2.0,11.0,0.0,4.0,540.0,518.0,574.0,536.0,30.0,43.0,0,0,1,1,3.0,13.0,0.0,643.0,579.0,642.0,672.0,48.0,55.0,0,0,1,1,0,3.0,17.0,0.0,1.0,606.0,648.0,668.0,570.0
16951,1.0,1,0,0,4.955611682649199,0,0,0,1,1,4.0,12.0,0.0,9.0,453.0,513.0,571.0,453.0,0,0,1,1,2.0,16.0,0.0,2.0,651.0,592.0,611.0,601.0,32.0,44.0,0,0,1,1,2.0,15.0,0.0,684.0,648.0,636.0,672.0,47.0,56.0,0,0,1,1,0,2.0,15.0,0.0,12.0,654.0,629.0,677.0,611.0
16953,1.0,1,0,0,4.933708426593291,3,0,0,1,1,4.0,12.0,0.0,6.0,447.0,536.0,536.0,453.0,0,0,1,1,2.0,7.0,0.0,6.0,571.0,578.0,618.0,536.0,32.0,44.0,0,0,1,1,2.0,18.0,0.0,627.0,607.0,642.0,648.0,44.0,55.0,0,0,1,1,0,3.0,12.0,0.0,3.0,661.0,614.0,640.0,635.0
16955,1.0,0,1,0,4.9610874966631755,4,0,0,1,1,2.0,19.0,1.0,13.0,410.0,468.0,540.0,418.0,0,0,1,1,3.0,1.0,1.0,8.0,519.0,532.0,546.0,493.0,27.0,44.0,0,0,1,1,2.0,32.0,1.0,524.0,540.0,556.0,500.0,38.0,40.0,0,0,1,1,0,2.0,17.0,1.0,8.0,588.0,559.0,608.0,584.0
16967,0.0,1,0,0,4.993942380747038,4,0,0,1,1,2.0,8.0,1.0,13.0,414.0,459.0,494.0,410.0,0,0,1,1,2.0,7.0,1.0,6.0,519.0,526.0,536.0,524.0,21.0,37.0,0,0,1,1,2.0,15.0,0.0,596.0,559.0,545.0,621.0,41.0,53.0,0,0,1,1,0,3.0,13.0,1.0,9.0,590.0,629.0,595.0,624.0
16976,1.0,0,1,0,4.95287377564221,2,0,1,0,1,2.0,0.0,1.0,5.0,428.0,463.0,509.0,414.0,0,1,0,0,3.0,7.0,1.0,6.0,509.0,512.0,531.0,499.0,26.0,41.0,0,1,0,1,2.0,2.0,1.0,573.0,590.0,575.0,560.0,44.0,54.0,0,1,0,1,0,2.0,3.0,1.0,1.0,620.0,610.0,580.0,635.0
16981,1.0,1,0,0,4.99120447374005,0,0,0,1,1,3.0,3.0,0.0,21.0,403.0,418.0,516.0,374.0,0,0,1,1,3.0,13.0,0.0,17.0,521.0,507.0,562.0,499.0,31.0,42.0,0,0,1,1,2.0,18.0,0.0,593.0,579.0,602.0,583.0,43.0,57.0,0,0,1,1,0,5.0,13.0,0.0,6.0,612.0,622.0,632.0,588.0
16983,0.0,1,0,0,4.985728659726072,0,0,0,1,1,3.0,5.0,1.0,44.0,416.0,449.0,524.0,380.0,0,0,1,1,2.0,12.0,1.0,16.0,434.0,468.0,531.0,431.0,17.0,33.0,0,0,1,1,2.0,2.0,0.0,506.0,533.0,551.0,478.0,21.0,48.0,0,0,1,1,0,2.0,0.0,0.0,10.0,538.0,544.0,597.0,526.0
16987,0.0,1,0,0,4.980252845712095,0,0,0,1,1,3.0,8.0,0.0,2.0,405.0,444.0,524.0,374.0,0,0,1,1,3.0,11.0,0.0,0.0,519.0,532.0,562.0,514.0,27.0,44.0,0,0,1,1,6.0,15.0,0.0,631.0,659.0,626.0,621.0,48.0,59.0,0,0,1,1,0,3.0,8.0,0.0,0.0,629.0,667.0,608.0,635.0
16988,1.0,1,0,0,4.9473979616282335,4,0,0,1,1,2.0,5.0,0.0,17.0,424.0,576.0,565.0,431.0,0,0,1,1,3.0,16.0,0.0,13.0,553.0,584.0,588.0,536.0,31.0,44.0,0,0,1,1,2.0,18.0,0.0,627.0,632.0,613.0,605.0,46.0,60.0,0,0,1,1,0,3.0,12.0,0.0,14.0,661.0,726.0,646.0,629.0
16996,1.0,1,0,0,5.004894008774992,4,0,0,1,1,2.0,15.0,0.0,9.0,448.0,484.0,505.0,453.0,0,0,1,1,2.0,4.0,1.0,7.0,590.0,562.0,577.0,577.0,30.0,42.0,0,0,1,1,2.0,1.0,1.0,637.0,599.0,590.0,648.0,44.0,55.0,0,0,1,1,0,2.0,5.0,1.0,8.0,644.0,663.0,610.0,635.0
16998,0.0,0,1,0,4.980252845712095,4,0,0,1,1,2.0,21.0,1.0,10.0,427.0,494.0,532.0,418.0,0,0,1,1,2.0,21.0,1.0,11.0,544.0,557.0,601.0,499.0,30.0,39.0,0,0,1,1,3.0,39.0,1.0,602.0,599.0,617.0,583.0,43.0,52.0,0,0,1,0,1,3.0,6.0,1.0,11.0,636.0,618.0,640.0,641.0
17001,0.0,1,0,0,4.993942380747038,4,0,1,0,1,3.0,12.0,0.0,10.0,442.0,506.0,536.0,449.0,0,1,0,1,2.0,23.0,0.0,15.0,604.0,532.0,584.0,577.0,30.0,40.0,0,1,0,0,2.0,15.0,1.0,637.0,626.0,631.0,621.0,47.0,55.0,0,1,0,1,0,3.0,20.0,0.0,5.0,647.0,663.0,656.0,624.0
17004,0.0,1,0,0,5.0842933119776585,0,0,0,1,1,2.0,0.0,0.0,1.0,445.0,494.0,554.0,449.0,0,0,1,1,2.0,7.0,0.0,7.0,553.0,562.0,580.0,551.0,32.0,43.0,0,0,1,1,2.0,18.0,0.0,604.0,603.0,636.0,583.0,46.0,60.0,0,0,1,1,0,2.0,21.0,0.0,1.0,686.0,651.0,649.0,676.0
17007,1.0,1,0,0,5.054176334900785,0,0,0,1,1,2.0,9.0,0.0,11.0,538.0,602.0,607.0,541.0,0,0,1,1,2.0,7.0,0.0,6.0,629.0,612.0,588.0,601.0,32.0,44.0,0,0,1,1,2.0,15.0,0.0,709.0,648.0,717.0,648.0,47.0,60.0,0,0,1,1,0,2.0,21.0,0.0,4.0,686.0,726.0,672.0,691.0
17008,1.0,1,0,0,5.048700520886808,0,0,0,1,1,2.0,0.0,0.0,7.0,436.0,528.0,545.0,458.0,0,0,1,1,3.0,9.0,0.0,3.0,544.0,578.0,611.0,536.0,32.0,44.0,0,0,1,1,2.0,8.0,0.0,637.0,632.0,613.0,648.0,48.0,58.0,0,0,1,1,0,3.0,5.0,0.0,2.0,680.0,651.0,637.0,717.0
17014,1.0,1,0,0,4.941922147614256,0,0,0,1,1,3.0,3.0,1.0,23.0,448.0,478.0,532.0,444.0,0,0,1,1,3.0,13.0,1.0,9.0,579.0,553.0,574.0,551.0,30.0,44.0,0,0,1,1,2.0,18.0,1.0,627.0,603.0,578.0,605.0,45.0,56.0,0,0,1,1,0,5.0,13.0,1.0,4.0,650.0,648.0,689.0,664.0
17015,1.0,1,0,0,4.97203912469113,0,0,0,1,1,2.0,10.0,1.0,19.0,434.0,468.0,528.0,427.0,0,0,1,1,2.0,9.0,1.0,9.0,487.0,523.0,568.0,486.0,29.0,39.0,0,0,1,1,2.0,23.0,1.0,573.0,543.0,602.0,567.0,32.0,45.0,0,0,1,1,0,3.0,19.0,1.0,5.0,606.0,568.0,595.0,588.0
17020,1.0,1,0,0,4.955611682649199,0,0,0,1,1,2.0,10.0,0.0,3.0,453.0,500.0,549.0,468.0,0,0,1,1,2.0,1.0,0.0,12.0,519.0,572.0,596.0,493.0,25.0,41.0,0,0,1,1,3.0,2.0,0.0,599.0,607.0,602.0,583.0,43.0,55.0,0,0,1,1,0,3.0,15.0,0.0,0.0,602.0,678.0,637.0,615.0
17021,0.0,1,0,0,4.933708426593291,0,0,0,1,1,3.0,15.0,0.0,11.0,411.0,468.0,532.0,418.0,0,0,1,1,2.0,7.0,0.0,4.0,487.0,523.0,554.0,465.0,30.0,42.0,0,0,1,1,2.0,18.0,0.0,557.0,556.0,599.0,520.0,41.0,58.0,0,0,1,1,0,2.0,24.0,0.0,8.0,597.0,604.0,629.0,574.0
17024,0.0,1,0,0,5.010369822788969,1,0,0,1,1,3.0,16.0,0.0,2.0,503.0,528.0,578.0,458.0,0,0,1,1,2.0,1.0,0.0,9.0,548.0,545.0,588.0,536.0,28.0,40.0,0,0,1,1,3.0,2.0,0.0,582.0,603.0,613.0,605.0,42.0,57.0,0,0,1,1,0,2.0,0.0,0.0,3.0,620.0,616.0,629.0,603.0
17025,0.0,1,0,0,5.010369822788969,0,0,0,1,1,2.0,9.0,0.0,18.0,422.0,489.0,532.0,423.0,0,0,1,0,3.0,11.0,0.0,0.0,466.0,567.0,565.0,470.0,24.0,43.0,0,0,1,1,2.0,7.0,0.0,582.0,620.0,556.0,583.0,40.0,57.0,0,0,1,1,0,3.0,17.0,0.0,2.0,590.0,659.0,595.0,603.0
17032,0.0,1,0,0,4.974777031698118,4,0,0,1,1,2.0,10.0,0.0,11.0,419.0,449.0,509.0,414.0,0,0,1,1,2.0,4.0,0.0,3.0,558.0,545.0,548.0,551.0,30.0,40.0,0,0,1,1,2.0,1.0,0.0,608.0,572.0,584.0,605.0,46.0,53.0,0,0,1,1,0,2.0,5.0,0.0,2.0,657.0,678.0,643.0,664.0
17034,0.0,1,0,0,5.045962613879819,0,0,0,1,0,3.0,8.0,0.0,3.0,422.0,459.0,501.0,396.0,0,0,1,1,2.0,8.0,0.0,13.0,485.0,479.0,548.0,446.0,23.0,25.0,0,0,1,1,2.0,13.0,0.0,575.0,540.0,613.0,593.0,45.0,50.0,0,0,1,1,0,3.0,4.0,0.0,7.0,608.0,610.0,689.0,584.0
17036,1.0,1,0,0,4.955611682649199,0,0,0,1,0,3.0,8.0,0.0,8.0,422.0,434.0,501.0,427.0,0,0,1,1,2.0,0.0,0.0,15.0,548.0,532.0,538.0,536.0,25.0,38.0,0,0,1,1,2.0,1.0,0.0,591.0,603.0,570.0,583.0,36.0,57.0,0,0,1,1,0,3.0,5.0,0.0,11.0,647.0,667.0,603.0,655.0
17038,0.0,0,1,0,4.950135868635222,3,0,0,1,1,3.0,13.0,1.0,5.0,398.0,405.0,498.0,391.0,0,0,1,1,2.0,21.0,1.0,5.0,492.0,529.0,529.0,499.0,22.0,41.0,0,0,1,1,3.0,39.0,1.0,512.0,559.0,559.0,567.0,27.0,49.0,0,0,1,0,1,3.0,6.0,1.0,10.0,569.0,589.0,566.0,570.0
17040,1.0,1,0,0,4.922756798565336,1,0,0,1,1,2.0,3.0,0.0,2.0,424.0,484.0,549.0,401.0,0,0,1,1,2.0,12.0,0.0,1.0,505.0,584.0,584.0,481.0,28.0,42.0,0,0,1,1,2.0,2.0,0.0,618.0,648.0,613.0,621.0,45.0,58.0,0,0,1,1,0,2.0,5.0,0.0,0.0,641.0,711.0,656.0,629.0
17041,1.0,1,0,0,4.950135868635222,0,0,0,1,0,2.0,13.0,0.0,8.0,407.0,434.0,520.0,418.0,0,0,1,1,2.0,3.0,0.0,15.0,439.0,470.0,543.0,421.0,18.0,34.0,0,0,1,1,3.0,11.0,0.0,517.0,538.0,570.0,536.0,24.0,44.0,0,0,1,1,0,3.0,4.0,0.0,10.0,559.0,588.0,599.0,534.0
17045,0.0,0,1,0,5.013107729795958,3,0,0,1,1,3.0,13.0,0.0,4.0,447.0,500.0,554.0,463.0,0,0,1,1,2.0,2.0,0.0,5.0,492.0,523.0,526.0,506.0,27.0,44.0,0,0,1,1,3.0,14.0,0.0,579.0,548.0,543.0,648.0,34.0,52.0,0,0,1,0,1,2.0,16.0,0.0,4.0,616.0,601.0,571.0,615.0
17052,1.0,1,0,0,4.9254947055723255,0,0,0,1,1,2.0,13.0,0.0,20.0,422.0,468.0,524.0,427.0,0,0,1,1,2.0,23.0,1.0,13.0,579.0,526.0,568.0,551.0,31.0,43.0,0,0,1,0,3.0,21.0,1.0,627.0,632.0,590.0,583.0,40.0,54.0,0,0,1,1,0,3.0,36.0,1.0,12.0,633.0,591.0,608.0,655.0
17054,0.0,1,0,0,4.974777031698118,0,0,0,1,1,2.0,20.0,0.0,4.0,468.0,536.0,565.0,480.0,0,0,1,1,2.0,39.0,0.0,7.0,629.0,557.0,574.0,577.0,32.0,43.0,0,0,1,1,2.0,9.0,1.0,732.0,620.0,649.0,672.0,48.0,58.0,0,0,1,1,0,2.0,16.0,1.0,8.0,702.0,691.0,652.0,717.0
17059,0.0,1,0,0,4.996680287754026,0,0,0,1,1,2.0,20.0,1.0,15.0,408.0,459.0,528.0,414.0,0,0,1,1,2.0,32.0,1.0,15.0,604.0,502.0,548.0,601.0,27.0,32.0,0,0,1,1,2.0,6.0,1.0,618.0,587.0,626.0,672.0,44.0,56.0,0,0,1,1,0,2.0,0.0,1.0,16.0,622.0,601.0,610.0,607.0
17060,1.0,1,0,0,5.511406805067866,0,0,0,1,1,2.0,12.0,0.0,3.0,411.0,454.0,509.0,410.0,0,0,1,1,2.0,20.0,0.0,0.0,604.0,523.0,551.0,601.0,28.0,39.0,0,0,1,1,3.0,18.0,0.0,622.0,607.0,578.0,648.0,43.0,59.0,0,0,1,1,0,3.0,17.0,0.0,0.0,612.0,618.0,603.0,615.0
17064,1.0,1,0,0,5.144527266131406,0,0,0,1,1,3.0,20.0,0.0,9.0,458.0,494.0,540.0,468.0,0,0,1,1,2.0,9.0,0.0,11.0,651.0,612.0,606.0,601.0,32.0,44.0,0,0,1,1,2.0,5.0,0.0,637.0,620.0,622.0,648.0,47.0,59.0,0,0,1,1,0,2.0,3.0,0.0,4.0,647.0,596.0,632.0,648.0
17071,1.0,0,1,0,4.999418194761015,0,1,0,0,1,2.0,0.0,1.0,4.0,439.0,536.0,524.0,440.0,1,0,0,1,3.0,7.0,1.0,6.0,494.0,535.0,554.0,514.0,29.0,44.0,1,0,0,1,2.0,6.0,1.0,584.0,596.0,575.0,567.0,43.0,58.0,1,0,0,1,0,2.0,5.0,1.0,3.0,618.0,604.0,603.0,629.0
17074,0.0,1,0,0,4.996680287754026,0,0,1,0,1,2.0,2.0,1.0,20.0,410.0,468.0,532.0,405.0,0,1,0,0,3.0,9.0,1.0,10.0,494.0,456.0,538.0,486.0,20.0,33.0,0,1,0,1,3.0,18.0,0.0,554.0,540.0,578.0,553.0,38.0,45.0,0,1,0,0,1,2.0,8.0,0.0,13.0,593.0,538.0,573.0,574.0
17076,0.0,0,1,0,4.993942380747038,2,1,0,0,0,2.0,1.0,0.0,21.0,439.0,500.0,536.0,463.0,1,0,0,1,2.0,18.0,0.0,0.0,571.0,601.0,618.0,551.0,30.0,44.0,1,0,0,1,2.0,19.0,0.0,669.0,659.0,649.0,648.0,47.0,58.0,0,1,0,1,0,3.0,28.0,0.0,9.0,636.0,678.0,640.0,615.0
17086,0.0,0,1,0,4.97203912469113,0,1,0,0,0,2.0,3.0,1.0,11.0,403.0,473.0,505.0,405.0,1,0,0,1,2.0,4.0,1.0,1.0,497.0,493.0,531.0,514.0,26.0,21.0,1,0,0,0,2.0,7.0,1.0,526.0,525.0,551.0,553.0,29.0,45.0,1,0,0,0,1,3.0,25.0,1.0,13.0,592.0,585.0,590.0,591.0
17087,1.0,1,0,0,4.97203912469113,1,0,0,1,1,2.0,9.0,0.0,3.0,430.0,484.0,532.0,427.0,0,0,1,1,2.0,20.0,0.0,3.0,553.0,490.0,562.0,536.0,30.0,33.0,0,0,1,1,3.0,11.0,0.0,591.0,561.0,572.0,621.0,40.0,53.0,0,0,1,1,0,3.0,4.0,0.0,0.0,588.0,577.0,601.0,581.0
17092,1.0,0,1,0,4.9610874966631755,0,0,1,0,0,2.0,1.0,0.0,12.0,448.0,489.0,532.0,423.0,0,1,0,1,2.0,19.0,0.0,19.0,492.0,474.0,574.0,493.0,27.0,35.0,0,1,0,0,2.0,10.0,0.0,555.0,552.0,575.0,541.0,39.0,49.0,0,1,0,0,1,2.0,25.0,0.0,21.0,595.0,593.0,593.0,574.0
17093,0.0,1,0,0,4.9610874966631755,0,0,1,0,1,2.0,2.0,1.0,13.0,448.0,449.0,516.0,453.0,0,1,0,0,3.0,9.0,1.0,3.0,540.0,477.0,521.0,551.0,25.0,39.0,0,1,0,1,3.0,18.0,0.0,557.0,543.0,545.0,553.0,42.0,43.0,0,1,0,0,1,2.0,8.0,0.0,6.0,588.0,550.0,582.0,624.0
17113,1.0,0,1,0,5.021321450816923,0,1,0,0,1,2.0,11.0,1.0,2.0,427.0,484.0,474.0,418.0,1,0,0,1,2.0,14.0,1.0,6.0,433.0,454.0,536.0,426.0,15.0,29.0,1,0,0,0,2.0,32.0,1.0,491.0,499.0,548.0,500.0,25.0,40.0,1,0,0,0,1,3.0,26.0,1.0,7.0,545.0,559.0,575.0,531.0
17115,0.0,0,1,0,5.018583543809934,4,1,0,0,0,2.0,3.0,0.0,7.0,467.0,520.0,516.0,480.0,1,0,0,0,2.0,2.0,0.0,3.0,505.0,535.0,548.0,506.0,30.0,43.0,1,0,0,0,3.0,8.0,1.0,577.0,620.0,602.0,583.0,38.0,58.0,1,0,0,0,1,3.0,14.0,1.0,2.0,614.0,636.0,615.0,615.0
17120,1.0,0,1,0,5.1636926151803255,3,1,0,0,0,2.0,16.0,1.0,6.0,400.0,423.0,560.0,386.0,1,0,0,0,2.0,6.0,1.0,9.0,457.0,472.0,559.0,436.0,24.0,32.0,1,0,0,0,2.0,14.0,1.0,568.0,559.0,584.0,553.0,41.0,49.0,1,0,0,0,1,3.0,33.0,1.0,2.0,639.0,606.0,672.0,607.0
17123,0.0,0,1,0,4.977514938705107,2,1,0,0,0,2.0,6.0,1.0,0.0,407.0,468.0,505.0,405.0,1,0,0,0,3.0,30.0,1.0,7.0,521.0,500.0,554.0,536.0,31.0,43.0,1,0,0,1,2.0,3.0,0.0,559.0,526.0,545.0,574.0,36.0,40.0,1,0,0,0,1,3.0,13.0,1.0,0.0,599.0,586.0,603.0,599.0
17125,0.0,1,0,0,4.963825403670164,4,0,0,1,1,2.0,22.0,0.0,2.0,437.0,520.0,549.0,444.0,0,0,1,1,2.0,9.0,0.0,1.0,629.0,653.0,601.0,601.0,32.0,44.0,0,0,1,1,2.0,0.0,0.0,631.0,632.0,593.0,672.0,42.0,55.0,0,0,1,1,0,2.0,7.0,0.0,2.0,629.0,667.0,619.0,624.0
17127,1.0,1,0,0,4.936446333600279,0,0,0,1,1,3.0,10.0,0.0,4.0,476.0,520.0,545.0,494.0,0,0,1,1,3.0,10.0,0.0,4.0,571.0,627.0,611.0,551.0,31.0,43.0,0,0,1,1,2.0,13.0,0.0,659.0,615.0,622.0,672.0,46.0,59.0,0,0,1,1,0,2.0,30.0,0.0,1.0,661.0,672.0,624.0,641.0
17132,0.0,1,0,0,4.963825403670164,0,0,0,1,1,2.0,1.0,0.0,3.0,450.0,536.0,554.0,463.0,0,0,1,1,2.0,18.0,0.0,0.0,524.0,553.0,577.0,536.0,30.0,41.0,0,0,1,1,3.0,15.0,0.0,602.0,615.0,610.0,648.0,43.0,58.0,0,0,1,1,0,3.0,15.0,0.0,1.0,602.0,612.0,624.0,584.0
17133,1.0,1,0,0,4.9610874966631755,0,0,0,1,1,3.0,13.0,0.0,30.0,497.0,576.0,524.0,486.0,0,0,1,1,2.0,0.0,0.0,11.0,629.0,584.0,584.0,577.0,32.0,44.0,0,0,1,1,2.0,16.0,0.0,709.0,648.0,599.0,672.0,46.0,59.0,0,0,1,1,0,2.0,1.0,0.0,9.0,670.0,711.0,634.0,717.0
17134,1.0,1,0,0,4.933708426593291,0,0,0,1,1,2.0,2.0,0.0,4.0,433.0,473.0,516.0,414.0,0,0,1,1,3.0,13.0,0.0,5.0,558.0,567.0,611.0,551.0,31.0,41.0,0,0,1,1,2.0,20.0,0.0,582.0,561.0,575.0,583.0,44.0,58.0,0,0,1,1,0,2.0,28.0,0.0,2.0,612.0,597.0,586.0,603.0
17137,1.0,1,0,0,4.985728659726072,0,0,0,1,1,2.0,0.0,1.0,6.0,437.0,513.0,545.0,427.0,0,0,1,1,2.0,7.0,1.0,4.0,533.0,557.0,574.0,536.0,27.0,44.0,0,0,1,1,2.0,1.0,1.0,586.0,611.0,606.0,621.0,45.0,59.0,0,0,1,1,0,2.0,7.0,1.0,4.0,654.0,651.0,640.0,635.0
17143,0.0,1,0,0,4.955611682649199,0,0,0,1,1,2.0,0.0,1.0,17.0,433.0,513.0,545.0,427.0,0,0,1,1,2.0,10.0,0.0,3.0,505.0,553.0,559.0,499.0,24.0,41.0,0,0,1,1,3.0,27.0,0.0,611.0,603.0,636.0,605.0,45.0,60.0,0,0,1,1,0,3.0,19.0,1.0,7.0,657.0,631.0,643.0,648.0
17150,1.0,1,0,0,4.950135868635222,0,0,0,1,1,3.0,8.0,0.0,5.0,408.0,459.0,498.0,368.0,0,0,1,1,3.0,11.0,0.0,4.0,487.0,486.0,538.0,486.0,24.0,41.0,0,0,1,0,2.0,6.0,0.0,579.0,561.0,610.0,574.0,42.0,55.0,0,0,1,1,0,2.0,7.0,0.0,8.0,624.0,639.0,612.0,664.0
17152,0.0,1,0,0,4.920018891558348,0,0,0,1,1,3.0,20.0,0.0,12.0,455.0,463.0,554.0,444.0,0,0,1,1,2.0,23.0,0.0,2.0,533.0,538.0,588.0,524.0,31.0,37.0,0,0,1,1,2.0,23.0,0.0,549.0,556.0,606.0,593.0,29.0,51.0,0,0,1,1,0,2.0,21.0,0.0,5.0,610.0,604.0,627.0,591.0
17162,1.0,1,0,0,4.920018891558348,0,0,1,0,1,2.0,3.0,0.0,0.0,421.0,473.0,524.0,410.0,0,1,0,1,2.0,0.0,0.0,7.0,590.0,529.0,571.0,551.0,30.0,40.0,0,1,0,1,2.0,8.0,0.0,599.0,579.0,596.0,672.0,44.0,52.0,0,1,0,1,0,2.0,22.0,0.0,6.0,661.0,629.0,646.0,655.0
17164,0.0,1,0,0,4.999418194761015,0,0,0,1,1,3.0,17.0,0.0,13.0,413.0,429.0,536.0,427.0,0,0,1,1,3.0,15.0,0.0,8.0,477.0,520.0,556.0,486.0,26.0,38.0,0,0,1,1,3.0,20.0,0.0,596.0,582.0,593.0,583.0,38.0,54.0,0,0,1,1,0,2.0,9.0,0.0,14.0,629.0,636.0,656.0,641.0
17166,0.0,1,0,0,4.985728659726072,0,0,0,1,1,2.0,12.0,0.0,13.0,434.0,449.0,501.0,418.0,0,0,1,1,3.0,6.0,1.0,12.0,524.0,493.0,529.0,536.0,24.0,31.0,0,0,1,1,2.0,2.0,0.0,614.0,556.0,545.0,672.0,39.0,53.0,0,0,1,1,0,2.0,10.0,0.0,5.0,587.0,593.0,588.0,641.0
17171,0.0,1,0,0,4.974777031698118,0,0,0,1,1,3.0,17.0,0.0,10.0,437.0,494.0,540.0,427.0,0,0,1,1,3.0,23.0,0.0,10.0,512.0,520.0,618.0,499.0,23.0,42.0,0,0,1,1,3.0,20.0,0.0,588.0,587.0,590.0,567.0,43.0,49.0,0,0,1,1,0,2.0,9.0,0.0,4.0,588.0,606.0,646.0,599.0
17173,1.0,1,0,0,4.97203912469113,0,0,0,1,1,2.0,4.0,1.0,18.0,386.0,444.0,554.0,396.0,0,0,1,1,2.0,20.0,0.0,4.0,487.0,488.0,580.0,486.0,26.0,39.0,0,0,1,1,3.0,18.0,0.0,532.0,563.0,599.0,515.0,32.0,56.0,0,0,1,1,0,3.0,17.0,0.0,3.0,564.0,576.0,617.0,584.0
17175,0.0,1,0,0,4.9610874966631755,0,0,0,1,1,3.0,17.0,0.0,12.0,431.0,444.0,554.0,427.0,0,0,1,1,2.0,6.0,0.0,7.0,527.0,526.0,536.0,551.0,30.0,40.0,0,0,1,1,2.0,12.0,0.0,569.0,548.0,559.0,583.0,40.0,54.0,0,0,1,1,0,2.0,14.0,0.0,11.0,587.0,604.0,603.0,563.0
17179,1.0,1,0,0,4.941922147614256,2,0,0,1,1,3.0,6.0,0.0,6.0,428.0,500.0,571.0,427.0,0,0,1,1,2.0,12.0,0.0,11.0,544.0,545.0,601.0,524.0,29.0,38.0,0,0,1,1,2.0,26.0,0.0,622.0,611.0,642.0,605.0,45.0,58.0,0,0,1,1,0,2.0,17.0,0.0,13.0,702.0,636.0,683.0,691.0
17181,1.0,1,0,0,4.933708426593291,4,0,1,0,1,3.0,7.0,0.0,6.0,467.0,500.0,586.0,474.0,0,1,0,1,2.0,19.0,0.0,7.0,540.0,538.0,611.0,524.0,32.0,43.0,0,1,0,1,3.0,17.0,0.0,622.0,632.0,656.0,605.0,43.0,59.0,0,1,0,1,0,3.0,17.0,0.0,3.0,665.0,651.0,677.0,664.0
17184,0.0,1,0,0,4.920018891558348,0,0,0,1,1,3.0,17.0,0.0,8.0,422.0,444.0,545.0,401.0,0,0,1,1,3.0,23.0,0.0,4.0,488.0,510.0,565.0,506.0,24.0,39.0,0,0,1,1,3.0,20.0,0.0,552.0,530.0,564.0,536.0,31.0,34.0,0,0,1,1,0,2.0,9.0,0.0,8.0,550.0,586.0,595.0,567.0
17187,1.0,1,0,0,4.9610874966631755,0,0,0,1,1,3.0,8.0,1.0,7.0,439.0,454.0,540.0,401.0,0,0,1,1,2.0,19.0,1.0,4.0,475.0,505.0,554.0,493.0,21.0,44.0,0,0,1,1,2.0,6.0,1.0,650.0,615.0,649.0,648.0,45.0,57.0,0,0,1,1,0,2.0,17.0,0.0,8.0,608.0,606.0,603.0,629.0
